Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Castrovillari|078033|MISE|2017-09-06|||Comune di Castrovillari|COMUNE|0780330816|CSMM303009|CSMM303009|SM CASTROVILLARI|Sec. I - DE NICOLA||No|39.816374|16.206937|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|938278,1800
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Zumpano|078155|MISE|2015-07-10|||Comune di Zumpano|COMUNE|0781550768|CSIC8AK00C|CSAA8AK03B|RENDE IC -ZUMPANO MENNA VENCE|RENDE IC -ZUMPANO MENNA VENCE||No|39.320504|16.269363|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|548361,2000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Zumpano|078155|MISE|2015-07-10|||Comune di Zumpano|COMUNE|0781550769|CSIC8AK00C|CSEE8AK02G|RENDE IC - ZUMPANO CENTRO|RENDE IC - ZUMPANO CENTRO||No|39.310699|16.292336|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|548361,2000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Civita|078041|MISE|2015-07-10|||Comune di Civita|COMUNE|0780410500|CSIC85800T|CSEE85801X|Primaria - CIVITA|Primaria - CIVITA||No|39.826482|16.316307|Produzione di energia da FER- Fotovoltaico|Concluso|D45F10000170005|0,0000|108054,7500
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Lamezia Terme|079160|MISE|2015-07-10|||Lamezia Terme|COMUNE|0791600929|CZIC87400G|CZMM87401L|SMS PITAGORA L.T. -IC PERRI PIT|Sec. I - Pitagora||No|38.969652|16.321582|Efficientamento energetico dell`edificio e degli impianti|Concluso||0,0000|1812054,5500
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Soveria Mannelli|079138|MISE|2015-07-10|||Soveria Mannelli|COMUNE|||||||Si|39.084575|16.369453|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|50780,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Acri|078003|MISE|2015-07-10|||Provincia di Cosenza|PROVINCIA|0780031438|CSIS01800G|CSPC01801V|LICEO CLASSICO "V. JULIA"|LC - V. JULIA||No|39.492753|16.385336|Efficientamento energetico dell`edificio e degli impianti|Concluso||0,0000|497211,5000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Parabita|075059|MISE|2015-07-10|||Comune di Parabita|COMUNE||LE1A048002|LE1A048002||||No|40.046446|18.127781|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|952644,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Chiaravalle Centrale|079029|MISE|2015-07-10|||Comune di Chiaravalle Centrale|PROVINCIA|0790291138|CZIS007001|CZPS00701B|LS CHIARAVALLE CENTRALE  -I.S.-|LS - CHIARAVALLE CENTRALE||No|38.681479|16.410519|Produzione di energia da FER- Fotovoltaico|Concluso|H35F11000010001|0,0000|256000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Oriolo|078087|MISE|2015-07-10|||Comune di Oriolo|COMUNE|0780870624|CSIC85200V|CSEE852066|SC. PRIMARIA ORIOLO|Primaria - ORIOLO||No|40.053228|16.444028|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|548361,2000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Oriolo|078087|MISE|2015-07-10|||Comune di Oriolo|COMUNE|0780870278|CSIC85200V|CSAA85205X|ORIOLO CAL. - CENTRO|Infanzia - CENTRO||No|40.053123|16.444526|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|548361,2000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Davoli|079042|MISE|2015-07-10|||Comune di Davoli|COMUNE|0790420321|CZIC821003|CZEE821015|Primaria - DAVOLI|Primaria - DAVOLI||No|38.648976|16.486870|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|341379,3400
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Canna|078024|MISE|2015-07-10|||Comune di Canna|COMUNE|0780240625|CSIC850007|CSMM85003A|SM CANNA (IC ROCCA IMPERIALE)|Sec. I - CANNA||No|40.094831|16.505265|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|548361,2000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Canna|078024|MISE|2015-07-10|||Comune di Canna|COMUNE|0780240625|CSIC850007|CSMM85003A|SM CANNA (IC ROCCA IMPERIALE)|Sec. I - CANNA||No|40.094769|16.505201|Produzione di energia da FER- Fotovoltaico e Cogenerazione|Concluso||0,0000|78720,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Sant`Andrea Apostolo dello Ionio|079118|MISE|2015-07-10|||Comune di Sant`Andrea Apostolo Dello Ionio|COMUNE|0791180979|CZIC821003|CZEE82107B|Primaria - SANT`ANDREA APOSTOLO DELLO IONIO|Primaria - SANT`ANDREA APOSTOLO DELLO IONIO||No|38.623026|16.527546|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|517600,5100
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Gimigliano|079058|MISE|2015-07-10|||Comune di Gimigliano|COMUNE|0790580908|CZIC86500R|CZMM86503X|SMS GIMIGLIANO  - IC TIRIOLO|SMS GIMIGLIANO - IC TIRIOLO||No|38.97471|16.531809|Produzione di energia da FER- Solare Termico e Fotovoltaico|Concluso|J55F10000160001|0,0000|11400,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Davoli|079042|MISE|2015-07-10|||Comune di Davoli|COMUNE|0790420706|CZIC821003|CZEE821026|Primaria - CERTOSA|Primaria - CERTOSA||No|38.666145|16.542853|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|425120,6300
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Catanzaro|Davoli|079042|MISE|2015-07-10|||Comune di Davoli|COMUNE|0790420705|CZIC821003|CZMM821014|SMS DAVOLI M.- I.C. DAVOLI -|Sec. I - DAVOLI||No|38.666608|16.543722|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|568174,7300
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Longobucco|078068|MISE|2015-07-10|||Comune di Longobucco|COMUNE|0780680993|CSIC848007|CSAA848014|LONGOBUCCO - CENTRO - S. CROCE|Infanzia - SANTA CROCE||No|39.446956|16.612693|Produzione di energia da FER- Cogenerazione e trigenerazione|Cantiere aperto||0,0000|700000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Crosia|078047|MISE|2015-07-10|||Comune di Crosia|COMUNE|0780470187|CSIC8AR007|CSEE8AR02A|Primaria - SORRENTI|Primaria - SORRENTI||No|39.595068|16.767250|Produzione di energia da FER- Geotermico a bassa entalpia|Cantiere aperto|H15F11000110006|0,0000|314994,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Cosenza|Crosia|078047|MISE|2015-07-10|||Comune di Crosia|COMUNE|0780470834|CSIC8AR007|CSMM8AR018|SM  CROSIA  MIRTO|Sec. I° - Crosia-Mirto||No|39.605299|16.770227|Efficientamento energetico dell`edificio e degli impianti|Concluso||0,0000|1359826,0700
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Bari|Cassano delle Murge|072016|MISE|2015-07-10|||Comune di Cassano Delle Murge|COMUNE|0720160404|BAIC825004|BAEE825016|VIA GRAMSCI - CD CASSANO|PRIMARIA VIA GRAMSCI||No|40.889203|16.773435|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|577274,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Crotone|Verzino|101027|MISE|2015-07-10|||Comune di Verzino|COMUNE|1010270787|KRIC81700A|KREE81706N|SERRE-PENNUTI|Primaria - SERRE-PENNUTI||No|39.312945|16.852618|Produzione di energia da FER- Fotovoltaico|Concluso||0,0000|146766,9800
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Bari|Capurso|072014|MISE|2015-07-10|||Comune di Capurso|COMUNE|0720140566|BAIC82300C|BAMM82301D|SMS "VENISTI"|SEC I° VENISTI||No|41.044347|16.925628|Produzione di energia da FER- Fotovoltaico|Concluso||0,0000|172320,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Taranto|Palagianello|073020|MISE|2015-07-10|||Comune di Palagianello|COMUNE|0730200263|TAIC808003|TAMM808014|G.D`ANNUNZIO|SEC I° G.D`ANNUNZIO||No|40.610067|16.976642|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|1079000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Taranto|Palagianello|073020|MISE|2015-07-10|||Comune di Palagianello|COMUNE|0730200631|TAIC808003|TAAA808021|MARCONI|INFANZIA MARCONI||No|40.612433|16.980389|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|379000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Crotone|Crucoli|101011|MISE|2015-07-10|||Comune di Crucoli|COMUNE|1010110100|KRIC819002|KREE819025|TORRETTA|Primaria - TORRETTA||No|39.449680|17.038725|Produzione di energia da FER- Fotovoltaico|Concluso||0,0000|246960,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Calabria|Crotone|Crotone|101010|MISE|2015-07-10|||Provincia Crotone|PROVINCIA|1010101463|KRIS00900G|KRRC00901E|I.I.S. " PERTINI - SANTONI"|IPSCT - SANDRO PERTINI||No|39.075432|17.122546|Produzione di energia da FER- Solare termico / solar cooling|Cantiere aperto||0,0000|512784,8400
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Brindisi|Brindisi|074001|MISE|2015-07-10|||Comune di Brindisi|COMUNE|0740010008|BRIC81500G|BRAA81502D|INFANZIA I.CERVELLATI|||No|40.633012|17.930943|Produzione di energia da FER- Solare termico / solar cooling|Cantiere aperto|J81B13001740007|0,0000|589296,7000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Campi Salentina|075011|MISE|2015-07-10|||Comune di Campi Salentina|COMUNE|0750110043|LEIC8AD00C|LEAA8AD019|ZONA 167/A "MAMMA BELLA"|INFANZIA Mamma Bella||No|40.396744|18.007327|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|571530,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Campi Salentina|075011|MISE|2015-07-10|||Comune di Campi Salentina|COMUNE|0750110272|LEIC8AD00C|LEEE8AD02G|E. DE AMICIS|||No|40.395175|18.020035|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|J21E14000640006|0,0000|500000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Campi Salentina|075011|MISE|2015-07-10|||Comune di Campi Salentina|COMUNE|||||||No|40.394952|18.018058|Produzione di energia da FER- Geotermico e solare termico|Concluso||0,0000|166324,2600
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Alezio|075003|MISE|2015-07-10|||Comune di Alezio|COMUNE|0750030450|LEIC8AL00L|LEMM8AL01N|SEC. I GR. D. PAGLIANO ALEZIO|||No|40.066462|18.062026|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|D36J14001160001|0,0000|415000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Sannicola|075070|MISE|2015-07-10|||Comune di Sannicola|COMUNE|0750700547|LEIC8AL00L|LEMM8AL02P|SEC. I GR. B. RAVENNA SANNICOLA|||No|40.094209|18.066515|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|G71E13000160007|0,0000|850000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Racale|075063|MISE|2015-07-10|||Unione di Comuni di Alliste, Melissano, Racale E Taviano|COMUNE|0750630265|LEIC85700A|LEEE85702D|PRIMARIA VIA SIENA|||No|39.959069|18.083429|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto||0,0000|543418,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Tuglie|075089|MISE|2015-07-10|||Comune di Tuglie|COMUNE|0750890354|LEIC82200B|LEEE82202E|PRIMARIA C. BATTISTI|PRIMARIA C. BATTISTI||No|40.074907|18.098551|Produzione di energia da FER- Geotermico a bassa entalpia|Cantiere aperto|E85F11000380006|0,0000|891000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|San Pietro in Lama|075071|MISE|2015-07-10|||Comune di San Pietro in Lama|COMUNE|0750711323|LEIC82700E|LEMM82702L|SEC I° R. QUARTA|||No|40.311276|18.133407|Produzione di energia da FER- Fotovoltaico|Cantiere aperto|H87B15000040006|0,0000|324620,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Aradeo|075006|MISE|2015-07-10|||Comune di Aradeo|COMUNE|0750060035|LEIC810005|LEEE810039|E. DE AMICIS|||No|40.127105|18.135829|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|B64H15000610007|0,0000|500000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|San Pietro in Lama|075071|MISE|2015-07-10|||Comune di San Pietro in Lama|COMUNE|0750711323|LEIC82700E|LEMM82702L|SEC I° R. QUARTA|SEC I° R. QUARTA||No|40.311261|18.133432|Produzione di energia da FER- Geotermico|Concluso||0,0000|187200,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Matino|075042|MISE|2015-07-10|||Unione di Comuni di Alliste, Melissano, Racale E Taviano|COMUNE|0750420324|LEIC8AC00L|LEEE8AC01P|R. GENTILE|||No|40.024799|18.138123|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto||0,0000|690517,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Casarano|075016|MISE|2015-07-10|||Comune di Casarano|COMUNE|0750160275|LEIC86300N|LEMM86301P|SEC I° CASARANO POLO 1|||No|40.0116555|18.1689222|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|E71E14000190006|0,0000|1645000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Galatina|075029|MISE|2015-07-10|||Provincia di Lecce|PROVINCIA|0750292323|LEIS02700P|LEPM027016|LICEO DELLE SCIENZE UMANE - GALATINA|IM GALATINA||No|40.166855|18.17461|Produzione di energia da FER- Fotovoltaico|Concluso||0,0000|381071,2000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|San Donato di Lecce|075069|MISE|2015-07-10|||Comune di San Donato di Lecce|COMUNE|0750690389|LEIC853003|||Primaria - Via Giuseppe Verdi||No|40.269709|18.183237|Efficientamento energetico del sistema edificio-impianti|Concluso||0,0000|2094000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Acquarica del Capo|075001|MISE|2017-09-04|2013-04-18|2015-04-30|Comune di Acquarica del Capo|COMUNE|0750010377|LEIC8AN008|||PRIMARIA E. DE AMICIS||No|39.911547|18.239531|Efficientamento energetico dell`edificio e degli impianti|Concluso||1708355,0000|1576446,8800
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Supersano|075081|MISE|2015-07-10|||Comune di Supersano|COMUNE|0750810560|LEIC8AH00Q|LEEE8AH01T|PRIMARIA VIA MINNITI|||No|40.016293|18.244742|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|G94E14001420001|0,0000|421000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Ruffano|075064|MISE|2015-07-10|||Comune di Ruffano|COMUNE|0750640168|LEIC85000G|LEAA85001C|INFANZIA VIA DON MINZONI|||No|39.981064|18.245204|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|J14H15000260006|0,0000|550000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Ruffano|075064|MISE|2015-07-10|||Comune di Ruffano|COMUNE|0750640538|LEIC85000G|LEMM85001L|SEC I° A. BORTONE|||No|39.980802|18.243662|Efficientamento energetico del sistema edificio-impianti|Cantiere aperto|J14H15000250006|0,0000|410000,0000
POI - Energie Rinnovabili - D.M. 24 aprile 2015|Puglia|Lecce|Ruffano|075064|MISE|2015-07-10|||Comune di Ruffano|COMUNE|0750640379|LEIC85000G|LEEE85002P|PRIMARIA A VIA ARC.MONSELLATO|||No|39.988317|18.25472|Efficientamento energetico del sistema edificio-impianti e Produzione di energia da FER- Rete di Teleriscaldamento geotermico|Cantiere aperto|J14H15000270006|0,0000|380000,0000
