Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Calabria|Cosenza|Paterno Calabro|078094|Regione|2017-11-10|||Paterno Calabro|COMUNE|0780940881|CSIC851003|CSEE85107B|PATERNO C. CENTRO|||No|39.227747|16.264752|Adeguamento|Dato in raccolta|H31E16000040001|0,0000|610000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Campania|Caserta|Casagiove|061018|MIUR|2017-10-03|||Casagiove|COMUNE|0610180007|CEIC893002|CEMM893013|G.PASCOLI -CASAGIOVE-|||No|41.078436|14.310042|Non indicato|Dato in raccolta||0,0000|1880144,5700
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Campania|Caserta|Casagiove|061018|MIUR|2017-10-03|||Casagiove|COMUNE|0610180007|CEIC893002|CEMM893013|G.PASCOLI -CASAGIOVE-|||No|41.078659|14.310197|Non indicato|Dato in raccolta||0,0000|525000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Campania|Salerno|Olevano sul Tusciano|065082|MIUR|2017-10-03|||Olevano sul Tusciano|COMUNE|0650820001|SAIC86400A|SAMM86401B|Sec I - Via Risorgimento|||No|40.658255|15.021096|Non indicato|Dato in raccolta||0,0000|1603500,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Campania|Napoli|Palma Campania|063052|MIUR|2017-10-03|||Palma Campania|COMUNE|0630520869|NAIC8CR007|NAMM8CR018|S.M.  V. RUSSO  -I.C. 2 PALMA|||No|40.868736|14.549301|Non indicato|Dato in raccolta||0,0000|2052290,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Emilia-Romagna|Parma|Collecchio|034009|MIUR|2017-10-03|||Collecchio|COMUNE|0340090104|PRIC82400C|PREE82403L|GAIANO - OZZANO|||No|44.723715|10.175805|Non indicato|Dato in raccolta||0,0000|148350,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Emilia-Romagna|Ravenna|Castel Bolognese|039006|MIUR|2017-10-03|||Castel Bolognese|COMUNE|0390060178|RAIC81800R|RAMM81801T|G.PASCOLI|||No|44.317005|11.797125|Non indicato|Dato in raccolta||0,0000|1716582,3700
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Emilia-Romagna|Parma|Fidenza|034014|MIUR|2017-10-03|||Fidenza|COMUNE|0340140123|PREE07500B|PREE07502D|COLLODI|||No|44.863803|10.051664|Non indicato|Dato in raccolta||0,0000|935067,6300
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Friuli-Venezia Giulia|Udine|Corno di Rosazzo|030030|MIUR|2017-10-03|||Corno di Rosazzo|COMUNE|0300300001|UDIC848005|UDEE848028|MOLINARI PIETRA|||No|46.000448|13.439308|Non indicato|Dato in raccolta||0,0000|972000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lazio|Roma|Guidonia Montecelio|058047|MIUR|2017-10-03|||Guidonia Monticello|COMUNE|0580470749|RMIC89900T|RMEE89901X|Primaria - Via Rieti|||No|41.958343|12.733724|Non indicato|Dato in raccolta||0,0000|1190400,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lazio|Frosinone|Supino|060076|MIUR|2017-10-03|||Supino|COMUNE|0600760521|FRIC830001|FRMM830012|S.M. "CAP. D. MAROCCO" SUPINO|||No|41.611516|13.229564|Non indicato|Dato in raccolta||0,0000|2625000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Liguria|Genova|Savignone|010057|Task Force|2017-12-05|2017-05-09||Savignone|COMUNE|0100570231|GEIC82000V|GEAA82002R|S.MAT. DI SAVIGNONE|||No|44.546652|8.977523|Non indicato|Cantiere aperto|C87E13000400006|0,0000|257600,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Liguria|La Spezia|Ameglia|011001|MIUR|2017-12-05|2017-06-25||Ameglia|COMUNE|0110010145|SPIC81000V|SPMM810021|AMEGLIA "DON L.CELSI"|||No|44.067468|9.962196|Non indicato|Cantiere aperto|J81E15001480005|0,0000|350400,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Corzano|017064|MIUR|2017-10-03|||Corzano|COMUNE|0170641098|BSIC823002|BSEE823069|CORZANO CAP.|||No|45.444487|10.013873|Non indicato|Dato in raccolta||0,0000|400000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Corte Franca|017062|MIUR|2017-10-03|||Corte Franca|COMUNE|0170620620|BSIC822006|BSEE82203A|CORTE FRANCA FRAZ.TIMOLINE|||No|45.636726|10.005944|Non indicato|Dato in raccolta||0,0000|108000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Bergamo|Grone|016119|MIUR|2017-10-03|||Grone|COMUNE|0161190215|BGIC82800L|BGEE82801P|GRONE CAP.|||No|45.726864|9.912135|Non indicato|Dato in raccolta||0,0000|33000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Mantova|Guidizzolo|020028|MIUR|2017-10-03|||Guidizzolo|COMUNE|0200280173|MNIC80600V|MNEE806011|PRIMARIA GUIDIZZOLO "DE AMICIS"|||No|45.315017|10.580247|Non indicato|Dato in raccolta||0,0000|224077,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Rezzato|017161|MIUR|2017-10-03|||Rezzato|COMUNE|0171610598|BSIC87500P|BSAA87502L|REZZATO "ALDO MORO"|||No|45.510319|10.327524|Non indicato|Dato in raccolta||0,0000|54000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Capovalle|017036|MIUR|2017-10-03|||Capovalle|COMUNE|0170360630|BSIC806008|BSEE80603C|CAPOVALLE CAP.|||No|45.754020|10.543482|Non indicato|Dato in raccolta||0,0000|120000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Mantova|Sermide e Felonica|020061|MIUR|2017-10-03|||Sermide e Felonica|COMUNE|||||||Si|44.979404|11.353714|Non indicato|Dato in raccolta||0,0000|119250,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Orzinuovi|017125|MIUR|2017-10-03|||Orzinuovi|PROVINCIA||BSIS01300G|BSPS013012|ORZINUOVI (SEZ.ASS.I.S."COSSALI")|||No|45.399657|9.901677|Non indicato|Dato in raccolta||0,0000|400000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Mantova|Carbonara di Po|020009|MIUR|2017-10-03|||Carbonara di Po|COMUNE|0200090227|MNIC82200R|MNMM82202V|SCUOLA SEC. 1^ GRADO CARBONARA|||No|45.034334|11.227078|Non indicato|Dato in raccolta||0,0000|108000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Nuvolento|017119|MIUR|2017-10-03|||Nuvolento|COMUNE|0171190191|BSIC851006|BSMM851017|"S. QUASIMODO" NUVOLENTO|||No|45.538876|10.381794|Non indicato|Dato in raccolta||0,0000|36000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Padenghe sul Garda|017129|MIUR|2017-10-12|2017-06-12|2017-10-13|Padenghe sul Garda|COMUNE|0171290388|BSIC8AK00G|BSMM8AK01L|CALINI - PADENGHE S/G|||No|45.504772|10.507540|Adeguamento sismico|Concluso||1165000,0000|349500,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Lombardia|Brescia|Calvisano|017034|MIUR|2017-10-03|||Calvisano|COMUNE|0170340048|BSIC84800A|BSEE84801C|SCUOLA ELEMENTARE DI CALVISANO|||No|45.348495|10.341514|Non indicato|Dato in raccolta||0,0000|16173,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Marche|Ancona|Jesi|042021|MIUR|2017-10-03|||Jesi|COMUNE|0420210261|ANIC84000G|ANMM84001L|SEC. I° CARLO LORENZINI|||No|43.523231|13.230522|Non indicato|Dato in raccolta||0,0000|894880,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Marche|Pesaro e Urbino|Mercatino Conca|041026|MIUR|2017-10-03|||Mercatino Conca|COMUNE|0410260290|PSIC80300V|PSMM80301X|MERCATINO CONCA"R. SANZIO"|||No|43.870654|12.491584|Non indicato|Dato in raccolta||0,0000|465120,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Piemonte|Torino|Perosa Argentina|001184|MIUR|2017-10-03|||Perosa Argentina|COMUNE|0011840003|TOIC807006|TOMM807017|I.C. PEROSA ARGENTINA -GOUTHIER|||Si|44.958530|7.190141|Non indicato|Dato in raccolta||0,0000|540000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Puglia|Foggia|Foggia|071024|MIUR|2017-10-03|||Foggia|COMUNE|0710240290|FGIC85900G|FGMM85901L|Sec. I° - De Sanctis|||No|41.456353|15.542215|Non indicato|Dato in raccolta||0,0000|700000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Puglia|Foggia|Torremaggiore|071056|MIUR|2017-10-03|||Torremaggiore|COMUNE|0710561094|FGEE09600L|FGEE09601N|PRIMARIA S.G.BOSCO|||No|41.690257|15.291401|Non indicato|Dato in raccolta||0,0000|1600000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Sicilia|Messina|Ucria|083102|MIUR|2017-10-03|||Ucria|COMUNE|0831023395|MEIC83800E|MEMM83804P|Sec. I - Novelli|||No|38.048415|14.884866|Non indicato|Dato in raccolta||0,0000|779220,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Sicilia|Messina|Capizzi|083008|MIUR|2017-10-03|||Capizzi|COMUNE|||||||Si|37.848170|14.479667|Non indicato|Dato in raccolta||0,0000|438316,6700
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Sicilia|Trapani|Partanna|081015|MIUR|2017-10-03|||Partanna|COMUNE|0810152312|TPIC82400T|TPMM82401V|S.M. "A.DI S. AOSTA" PARTANNA|||No|37.728745|12.894552|Non indicato|Dato in raccolta||0,0000|2659300,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Sicilia|Messina|Capizzi|083008|MIUR|2017-10-03|||Capizzi|COMUNE|0830082034|MEIC813006|MEEE813018|SC. ELEM. CAPIZZI|||No|37.849865|14.481234|Non indicato|Dato in raccolta||0,0000|1644750,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Toscana|Pistoia|Abetone Cutigliano|047023|MIUR|2017-10-03|||Abetone Cutigliano|COMUNE|0470230003|PTIC816004|PTMM816015|Sec. I - Alcide De Gasperi|||No|44.097259|10.756195|Non indicato|Dato in raccolta||0,0000|1326850,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Toscana|Arezzo|Foiano della Chiana|051018|MIUR|2017-10-03|||Foiano della Chiana|COMUNE|0510180007|ARIC818006|AREE818018|FRA BENEDETTO TIEZZI|||No|43.291377|11.799191|Non indicato|Dato in raccolta||0,0000|592450,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Toscana|Firenze|Pontassieve|048033|MIUR|2017-10-03|||Pontassieve|COMUNE|||||||No|43.775839|11.429443|Non indicato|Dato in raccolta||0,0000|131750,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Toscana|Arezzo|Arezzo|051002|MIUR|2017-10-03|||Arezzo|COMUNE|0510020035|ARIC83800B|ARAA83803A|L`AQUILONE|||No|43.450489|11.912892|Non indicato|Dato in raccolta||0,0000|208250,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Umbria|Perugia|Assisi|054001|MIUR|2017-10-03|||Assisi|COMUNE|0540010512|PGIC83500T|PGMM83501V|IST. 1^ GRADO ASSISI 1|||No|43.064567|12.624967|Non indicato|Dato in raccolta||0,0000|832000,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Veneto|Verona|Torri del Benaco|023086|MIUR|2017-10-03|||Torri del Benaco|COMUNE|||||||Si|45.612404|10.690050|Non indicato|Dato in raccolta||0,0000|901200,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Veneto|Treviso|Susegana|026083|MIUR|2017-10-03|||Susegana|COMUNE|0260831423|TVIC85200C|TVEE85203L|DON MILANI|||No|45.822338|12.256174|Non indicato|Dato in raccolta||0,0000|658800,0000
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Veneto|Treviso|San Zenone degli Ezzelini|026077|MIUR|2017-10-03|||San Zenone degli Ezzelini|COMUNE|0260770876|TVIC862003|TVMM862014|SMS S.ZENONE EZZELINI ( I.C.)|||No|45.777675|11.841395|Non indicato|Dato in raccolta||0,0000|775253,5100
Adeguamento sismico – DL 269/2003 art. 32 bis – DM 943/2015|Veneto|Belluno|Alpago|025072|MIUR|2017-10-03|||Alpago|COMUNE|||||||Si|46.141599|12.362378|Non indicato|Dato in raccolta||0,0000|680746,4600
