Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pavarolo|001180|MIUR|2017-03-30|2015-07-01|2015-07-30|PAVAROLO|COMUNE|||TOAA8AS03L|I.C. ANDEZENO  - PAVAROLO|I.C. ANDEZENO - PAVAROLO||Si|45.0689|7.83611|Manutenzione Straordinaria|Start|E87E13000200001|37000,0000|37000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pecetto Torinese|001183|MIUR|2017-03-30|2015-06-15|2015-12-03|PECETTO TORINESE|COMUNE|||TOEE85602E|I.C. CAMBIANO - PECETTO-COSTA|I.C. CAMBIANO - PECETTO-COSTA||Si|45.02|7.74838|Efficientamento energetico|Concluso|H21E12000020001|337012,4600|337012,4600
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Perosa Argentina|001184|MIUR|2017-03-30|2015-02-16|2015-04-22|PEROSA ARGENTINA|COMUNE|||TOMM807017|I.C. PEROSA ARGENTINA -GOUTHIER|I.C. PEROSA ARGENTINA -GOUTHIER||Si|44.9568|7.19195|Efficientamento energetico|Concluso|F36E11000750004|140114,1300|140114,1300
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pinasca|001190|MIUR|2017-03-30|2014-04-24|2014-10-10|PINASCA|COMUNE|||TOEE804051|I.C.VILLAR PEROSA-PINASCA|I.C.VILLAR PEROSA-PINASCA||Si|44.9442|7.22508|Miglioramento sismico|Concluso|B97E13000330006|262000,0000|262000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pinerolo|001191|MIUR|2017-03-30|2014-06-09|2014-09-15|PINEROLO|COMUNE|||TOMM26800C|PINEROLO - LIDIA POET|PINEROLO - LIDIA POET||Si|44.8854|7.33352|Manutenzione Straordinaria|Concluso|F11H13000370004|400000,0000|400000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pino Torinese|001192|MIUR|2017-03-30|2013-12-02|2014-11-10|PINO TORINESE|COMUNE|0011920007||TOEE85502P|I.C. PINO TOR.SE - PODIO|I.C. PINO TOR.SE - PODIO||No|45.043119|7.770902|Manutenzione Straordinaria|Start|G26D13000230004|188182,7300|145000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pino Torinese|001192|MIUR|2017-03-30|2015-04-02|2015-11-03|PINO TORINESE|COMUNE|||TOAA85502D|I.C. PINO T.SE - "COLLODI"|I.C. PINO T.SE - "COLLODI"||Si|45.0432|7.77381|Efficientamento energetico|Start|G27E13000180004|353072,6800|353072,6800
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Piscina|001195|MIUR|2017-03-30|2015-03-17|2015-06-15|PISCINA|COMUNE|||TOMM26803G|PISCINA - VIALE CALVETTI|PISCINA - VIALE CALVETTI||Si|44.92|7.42521|Manutenzione Straordinaria|Concluso|D51H11000050006|263891,1300|263891,1300
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Piverone|001196|MIUR|2017-03-30|2015-06-26|2015-09-20|PIVERONE|COMUNE|||TOEE89408G|IC. AZEGLIO-PIVERONE|IC. AZEGLIO-PIVERONE||Si|45.4477|8.00739|Efficientamento energetico|Concluso|E61E14000210001|262113,8500|262113,8500
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pomaretto|001198|MIUR|2017-03-30|2015-04-02|2015-07-01|POMARETTO|COMUNE|||TOEE80703A|I.C.PEROSA ARG.NA-POMARETTO|I.C.PEROSA ARG.NA-POMARETTO||Si|44.9558|7.18217|Manutenzione Straordinaria|Concluso|G84H14000330001|270000,0000|270000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Pont-Canavese|001199|MIUR|2017-03-30|2017-06-12|2017-07-17|PONT-CANAVESE|COMUNE|||TOEE81401B|I.C. PONT C.SE  CADUTI LIBERTA`|I.C. PONT C.SE CADUTI LIBERTA`||Si|45.4199|7.59723|Manutenzione Straordinaria|Start|H91H13000420006|62500,0000|62500,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Rivoli|001219|MIUR|2017-03-30|2015-07-14|2015-11-09|TORINO|CITTAMETROPOLITANA|0012190001||TOPS10000T|CHARLES DARWIN|CHARLES DARWIN||Si|45.0711|7.51382|Adeguamento normativo|Concluso|J24H14000140002|225836,8900|225836,8900
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Robassomero|001220|MIUR|2017-03-30|2014-08-11|2014-10-14|ROBASSOMERO|COMUNE|||TOMM828029|I.C. FIANO - ROBASSOMERO|I.C. FIANO - ROBASSOMERO||Si|45.1981|7.56615|Manutenzione Straordinaria|Start|G34B13000130004|53530,5900|53530,5900
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Rosta|001228|MIUR|2017-03-30|2015-06-29|2015-08-28|ROSTA|COMUNE|||TOMM8AF023|I.C. BUTTIGLIERA - ROSTA|I.C. BUTTIGLIERA - ROSTA||Si|45.0705|7.47269|Adeguamento normativo|Concluso|F26J14000510001|78000,0000|78000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|San Secondo di Pinerolo|001254|MIUR|2017-03-30|2015-06-30|2015-10-27|SAN SECONDO DI PINEROLO|COMUNE|||TOMM18301P|SAN SECONDO DI PINEROLO|SAN SECONDO DI PINEROLO||Si|44.8646|7.29884|Efficientamento energetico|Concluso|J14H14000870001|149486,0000|125000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Settimo Torinese|001265|MIUR|2017-03-30|2017-04-19|2017-09-01|SETTIMO TORINESE|COMUNE|||TOEE16300D|SETTIMO TORINESE III|SETTIMO TORINESE III||Si|45.1396|7.77098|Manutenzione Straordinaria|Start|B35I16000110001|420275,0000|420275,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Settimo Vittone|001266|MIUR|2017-03-30|2015-01-27|2015-10-24|SETTIMO VITTONE|COMUNE|||TOMM849019|I.C. SETTIMO VITTONE - PALMA|I.C. SETTIMO VITTONE - PALMA||Si|45.5489|7.82928|Efficientamento energetico|Concluso|B47E13000290002|350000,0000|310000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Torino|001272|MIUR|2017-03-30|2015-09-25|2016-01-28|TORINO|CITTAMETROPOLITANA|0012720223||TORC053013|V. BOSSO - A. MONTI|V. BOSSO - A. MONTI||No|45.069743|7.674608|Adeguamento normativo|Concluso|J14H14000150002|265869,8400|265869,8400
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Torino|001272|MIUR|2017-03-30|2015-06-23|2015-10-30|TORINO|CITTAMETROPOLITANA|0012720233||TORH010009|RH G. COLOMBATTO|RH G. COLOMBATTO||No|45.052590|7.642970|Adeguamento normativo|Concluso|J14H14000550001|210360,3900|210360,3900
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Torino|001272|MIUR|2017-03-30|2015-05-14|2015-11-09|TORINO|CITTAMETROPOLITANA|0012720274||TOPS04301X|LICEO SCIENTIFICO PRIMO LEVI|LICEO SCIENTIFICO PRIMO LEVI||No|45.019552|7.629034|Manutenzione Straordinaria|Concluso|J14H14000110002|305395,4000|305395,4000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Torino|001272|MIUR|2017-03-30|2015-10-28|2015-12-26|TORINO|CITTAMETROPOLITANA|0012720283||TOTL03701V|AALTO|AALTO||No|45.059467|7.654710|Adeguamento normativo|Concluso|J14H14000120002|149836,4500|149836,4500
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Trana|001276|MIUR|2017-03-30|2015-07-23|2015-09-01|TRANA|COMUNE|||TOAA86901A|IC TRANA -INFANZIA S.BERNARDINO|IC TRANA -INFANZIA S.BERNARDINO||Si|45.0385|7.41902|Efficientamento energetico|Start|G56D13000170002|63814,1500|63814,1500
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Trofarello|001280|MIUR|2017-03-30|2014-07-01|2015-05-22|TROFARELLO|COMUNE|||TOEE832011|I.C. TROFARELLO - RODARI|I.C. TROFARELLO - RODARI||Si|44.9839|7.74195|Manutenzione Straordinaria|Concluso|I93J13000410002|851000,0000|479395,7000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Vallo Torinese|001286|MIUR|2017-03-30|2015-06-15|2016-02-13|VALLO TORINESE|COMUNE|||TOEE82804C|I.C. FIANO - VALLO TORINESE|I.C. FIANO - VALLO TORINESE||Si|45.2223|7.49353|Manutenzione Straordinaria|Concluso|F61E14000750005|346000,0000|326000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Varisella|001289|MIUR|2017-03-30|2015-07-13|2015-10-24|VARISELLA|COMUNE|||TOEE82803B|I.C. FIANO - VARISELLA|I.C. FIANO - VARISELLA||Si|45.2106|7.48581|Adeguamento sismico|Concluso|I91E12000040001|390000,0000|390000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Vestignè|001295|MIUR|2017-03-30|2015-06-18|2015-08-31|VESTIGNE`|COMUNE|||TOEE89407E|IC. AZEGLIO-VESTIGNE`|IC. AZEGLIO-VESTIGNE`||Si|45.3858|7.95463|Efficientamento energetico|Concluso|E61E14000220001|210000,0000|210000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Vigone|001299|MIUR|2017-03-30|2015-06-29|2015-09-06|VIGONE|COMUNE|||TOMM84701N|I.C. VIGONE - LOCATELLI|I.C. VIGONE - LOCATELLI||Si|44.8431|7.49561|Adeguamento normativo|Concluso|H14H14001290001|266000,0000|266000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Villar Perosa|001307|MIUR|2017-03-30|2014-11-10|2015-09-07|VILLAR PEROSA|COMUNE|||TOEE80401R|I.C. VILLAR PEROSA CAP.|I.C. VILLAR PEROSA CAP.||Si|44.9174|7.24798|Efficientamento energetico|Concluso|B91E14000150001|216000,0000|216000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Volpiano|001314|MIUR|2017-03-30|2015-01-20|2015-06-20|VOLPIANO|COMUNE|||TOAA17501G|VOLPIANO - "ARCOBALENO"|VOLPIANO - "ARCOBALENO"||No|45.199269|7.781425|Efficientamento energetico|Start|J74H13000070004|65000,0000|65000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Torino|Volpiano|001314|MIUR|2017-03-30|2013-12-16|2014-07-08|VOLPIANO|COMUNE|||TOMM228002|VOLPIANO - ALIGHIERI|VOLPIANO - ALIGHIERI||No|45.199901|7.770410|Efficientamento energetico|Start|J76E11000990004|140000,0000|140000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Balmuccia|002008|MIUR|2017-03-30|||BALMUCCIA|COMUNE|||VCMM816015|SCUOLA MEDIA "BALMUCCIA"|SCUOLA MEDIA "BALMUCCIA"||Si|45.8193|8.13907|Efficientamento energetico|Start|G95I14000090001|421160,0000|356546,4100
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Borgo d`Ale|002015|MIUR|2017-03-30|2014-12-31|2015-10-15|BORGO D`ALE|COMUNE|||VCMM80602G|ANNA FRANK|ANNA FRANK||Si|45.3494|8.05349|Adeguamento normativo|Concluso|B71H12000970001|125000,0000|125000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Borgosesia|002016|MIUR|2017-03-30|2015-04-10|2015-06-18|BORGOSESIA|COMUNE|||VCEE81401E|BORGOSESIA"CANCINO"|BORGOSESIA"CANCINO"||Si|45.7111|8.29058|Efficientamento energetico|Concluso|J89D14000830001|395000,0000|395000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Desana|002054|MIUR|2017-03-30|2015-05-04|2015-08-01|DESANA|COMUNE|||VCAA80107D|DESANA -|DESANA -||Si|45.2715|8.36081|Adeguamento normativo|Concluso|F11E14000360001|51429,0000|51429,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Gattinara|002061|MIUR|2017-03-30|2015-05-12|2016-01-06|VERCELLI|PROVINCIA|||VCPS01703L|LICEO SCIENTIFICO GATTINARA|LICEO SCIENTIFICO GATTINARA||Si|45.614|8.37152|Adeguamento normativo|Cantiere aperto|D54H14000270001|175000,0000|175000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Livorno Ferraris|002071|MIUR|2017-03-30|2014-06-30|2015-11-28|LIVORNO FERRARIS|COMUNE|||VCMM80501P|GALILEO FERRARIS -LIVORNO F.-|GALILEO FERRARIS -LIVORNO F.-||Si|45.2817|8.08492|Manutenzione Straordinaria|Concluso|C95G14000000001|499428,0400|499428,0400
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Santhià|002133|MIUR|2017-03-30|2015-06-15|2015-08-08|SANTHIA`|COMUNE|||VCEE803014|SCUOLA PRIMARIA PELLICO|SCUOLA PRIMARIA PELLICO||Si|45.3648|8.17138|Manutenzione Straordinaria|Concluso|F89E14000250006|128000,0000|128000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Serravalle Sesia|002137|MIUR|2017-03-30|2015-02-23|2015-08-21|SERRAVALLE SESIA|COMUNE|||VCMM81301N|PADRE R.BARANZANO-SERRAVALLE-|PADRE R.BARANZANO-SERRAVALLE-||Si|45.6785|8.31253|Adeguamento normativo|Concluso|H36J14000330001|395000,0000|395000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Vercelli|Vercelli|002158|MIUR|2017-03-30|2015-06-03|2016-11-19|VERCELLI|COMUNE|||VCAA808012|VITTORIO MANDELLI|VITTORIO MANDELLI||Si|45.3202|8.41857|Manutenzione Straordinaria|Concluso|E66E11000470003|850000,0000|500000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Novara|Arona|003008|MIUR|2017-03-30|2015-07-06|2015-09-03|ARONA|COMUNE|||NOAA01001C| CESARE BATTISTI  ARONA|CESARE BATTISTI ARONA||Si|45.7586|8.55818|Manutenzione Straordinaria|Concluso|H29D14000420004|120000,0000|120000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Novara|Casalino|003040|MIUR|2017-03-30|2015-02-19|2015-07-19|CASALINO|COMUNE|||NOEE814087|CASALINO-FRAZ. CAMERIANO|CASALINO-FRAZ. CAMERIANO||Si|45.3575|8.52669|Efficientamento energetico|Concluso|B74H14001410001|245000,0000|245000,0000
#Scuole Sicure - CIPE 30/06/2014|Piemonte|Novara|Castelletto sopra Ticino|003043|MIUR|2017-03-30|2015-06-23|2015-08-22|CASTELLETTO SOPRA TICINO|COMUNE|||NOMM82201T| BELFANTI  CASTELLETTO TICINO|BELFANTI CASTELLETTO TICINO||Si|45.7131|8.64457|Adeguamento normativo|Start|E11H13000520004|99000,0000|99000,0000
