Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICE_EDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|Codice progetto|Importo totale opera|Finanziamento/ Provvedimento
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Livorno|Rosignano Marittimo|049017|Amministrazione comunale|2017-03-23|2014-10-14|2014-12-29|ROSIGNANO MARITTIMO|COMUNE|0490171006|LIEE091007|LIEE091018|SOLVAY ERNESTO|Primaria - Ernest Solvay||No|43.390992|10.43993|Ristrutturazione|Concluso|F36D13000470004|42000,0000|42000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Brescia|Calvagese della Riviera|017033|Amministrazione comunale|2017-03-23|2014-10-09|2016-08-13|CALVAGESE DELLA RIVIERA|COMUNE|0170330800|BSIC81300B|BSEE81303G|PRIMARIA CARZAGO|Primaria - Carzago||Si|45.538880|10.445063|Nuova costruzione|Concluso|D39H11000170004|1321376,8700|1321376,8700
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Parma|Sorbolo|034037|Amministrazione comunale|2017-03-23|2014-10-27|2014-12-19|SORBOLO|COMUNE|0340370167|PRIC81400T|PREE81401X|SORBOLO CPL.|Primaria - SORBOLO||No|44.846497|10.448258|Ristrutturazione|Concluso|J11E14000100004|100000,0000|85888,5200
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Vicenza|Vicenza|024116|Amministrazione comunale|2017-03-23|2014-11-06|2014-12-04|VICENZA|COMUNE|0241162421|VIIC86600N|VIEE86604V|Primaria - Via Giovanni Prati|Primaria Prati - via Prati, 1||No|45.561152|11.539259|Riqualificazione|Concluso|B37H14000360006|295968,0000|295968,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Brescia|Muscoline|017116|Amministrazione comunale|2017-03-23|2014-07-30|2014-10-02|MUSCOLINE|COMUNE|0171160881|BSIC87400V|BSEE874044|MUSCOLINE  CAP.|Primaria - Muscoline||No|45.563181|10.460035|Ristrutturazione|Concluso|E56E12000230004|85000,0000|85000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Reggio nell`Emilia|Casina|035013|Amministrazione comunale|2017-03-23|2014-10-28|2014-12-14|CASINA|COMUNE|0350130103|REIC826006|REAA826046|Infanzia - CASINA|Infanzia - CASINA||No|44.504144|10.502337|Riqualificazione|Concluso|j64H14000320004|99354,0000|97051,3000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Livorno|Cecina|049007|Amministrazione comunale|2017-03-23|2014-10-07|2014-12-31|CECINA|COMUNE|0490071003|LIEE06000G|LIAA06001B|Infanzia - Via Antonio Fogazzaro|Infanzia - Via Antonio Fogazzaro||No|43.307731|10.518523|Ripristino funzionale|Concluso|D21E14000390004|263200,0000|263200,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Reggio nell`Emilia|Campegine|035010|Amministrazione comunale|2017-03-23|2013-12-21|2014-11-22|CAMPEGINE|COMUNE|0350100261|RE1A107004|RE1A107004|Infanzia Comunale - Campegine|Infanzia Comunale - Campegine||No|44.782164|10.522003|Ristrutturazione|Concluso|J39E13000450007|60611,6800|60611,6800
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Reggio nell`Emilia|Cavriago|035017|Amministrazione comunale|2017-03-23|2014-07-04|2014-09-06|CAVRIAGO|COMUNE|0350170117|REIC82200V|REEE822022|CAVRIAGO CAP.- E. DE AMICIS|Primaria - EDMONDO DE AMICIS||No|44.694624|10.527351|Riqualificazione|Concluso|j19e13000260005|300000,0000|300000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Reggio nell`Emilia|Poviglio|035029|Amministrazione comunale|2017-03-23|2014-10-29|2014-12-28|POVIGLIO|COMUNE|0350290248|REIC82800T|REMM82801V|POVIGLIO  "DE SANCTIS"|Sec. I - DE SANCTIS||No|44.840118|10.542330|Riqualificazione|Concluso|G44H14000400004|230000,0000|230000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Brescia|Desenzano del Garda|017067|Amministrazione comunale|2017-03-23|2014-07-22|2014-09-03|DESENZANO DEL GARDA|COMUNE|0170670647|BSIC8AA00Q|BSMM8AA01R|VALERIO CATULLO|Sec.I - Valerio Catullo||No|45.462421|10.547844|Ripristino funzionale|Concluso|I14H14000030004|55000,0000|55000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Pisa|Guardistallo|050015|Amministrazione comunale|2017-03-23|2014-09-22|2014-11-20|GUARDISTALLO|COMUNE|0500150101|PIIC823008|PIEE82305E|Primaria - Guardistallo|Primaria - Guardistallo||No|43.311962|10.630210|Riqualificazione|Concluso|D34H14000580004|30876,0000|30876,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Mantova|Castellucchio|020016|Amministrazione comunale|2017-03-23|2014-07-28|2014-11-19|CASTELLUCCHIO|COMUNE|0200160031|MNIC82700X|MNAA82701R|CASTELLUCCHIO|Infanzia - Castelucchio||No|45.150931|10.650060|Riqualificazione|Concluso|C19D14000880004|62000,0000|49306,1800
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Valeggio sul Mincio|023089|Amministrazione comunale|2017-03-23|2014-04-01|2015-09-05|VALEGGIO SUL MINCIO|COMUNE|0230892431|VRIC865006|VRAA865068|GASILDA POLI|||No|45.401428|10.724404|Nuova costruzione|Concluso|C19H12000640004|1513000,0000|1513000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Pisa|Lajatico|050016|Amministrazione comunale|2017-03-23|2014-02-20|2015-08-11|LAJATICO|COMUNE|050016000A|PIIC82800B|PIAA828029|Infanzia - Orciatico|||Si|43.475412|10.728174|Nuova costruzione|Concluso|E49H13000050006|1300000,0000|1025000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Umbria|Perugia|Torgiano|054053|Amministrazione comunale|2017-03-23|2013-09-11|2016-12-31|TORGIANO|COMUNE|054053000A|PGIC84900Q|PGMM84901R|G. DOTTORI|Sec. I - "G. Dottori" - via Tiradossi, 13||No|43.025987|12.431819|Nuova costruzione|Concluso|D59H12000240007|1108298,6300|600000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Lazise|023043|Amministrazione comunale|2017-03-23|2014-06-05|2014-09-02|LAZISE|COMUNE|0230431425|VRIC83400E|VRMM83402L|LAZISE - "NAZARIO SAURO"|Sec. I° - Nazario Sauro||No|45.501895|10.741174|Ristrutturazione|Concluso|I91H13000550009|221979,0000|221979,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Mantova|Marmirolo|020033|Amministrazione comunale|2017-03-23|2014-04-17|2014-09-12|MARMIROLO|COMUNE|0200331253|MNIC81400T|MNAA81402Q|MARMIROLO|Infanzia - Marmirolo|scuola dell`infanzia Il Girotondo|No|45.221731|10.752315|Ristrutturazione|Concluso|B93B13000050005|138099,6100|138099,6100
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Affi|023001|Amministrazione comunale|2017-03-23|2014-04-29|2014-12-02|AFFI|COMUNE|0230012320|VRIC83300P|VREE83301R|Primaria - Affi|Primaria - via Ca del Ri||No|45.553973|10.776949|Ristrutturazione|Concluso||50200,0000|10218,3600
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Reggio nell`Emilia|Rubiera|035036|Amministrazione comunale|2017-03-23|2015-06-08|2015-12-31|RUBIERA|COMUNE|0350360253|REIC83600R|REMM83601T|Sec. I - ENRICO FERMI|Scuola Secondaria di primo grado "Enrico Fermi"- Via Carducci, 12||No|44.650009|10.782458|Nuova costruzione|Concluso|J27B15000080004|700000,0000|351909,1600
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Mantova|Mantova|020030|Amministrazione comunale|2017-03-23|2014-12-02|2014-11-27|MANTOVA|COMUNE|020030000A|MN1A030006|||Scuola dell`Infanzia C. Chaplin - Via Conciliazione, 126||No|45.152155|10.785599|Riqualificazione|Concluso|I66J14000450004|48556,0000|39659,5700
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Rivoli Veronese|023062|Amministrazione comunale|2017-03-23|2014-10-30|2017-06-30|RIVOLI VERONESE|COMUNE|023062000A|VRIC86300E|VREE86304Q|"F.CALZOLARI" RIVOLI V.SE|Nuovo polo scolastico, Scuola primaria, dell`infanzia e nido - via Venerque||No|45.571640|10.809343|Nuova costruzione|Concluso|F19J07000190004|2843717,0000|2126309,6400
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Pistoia|Monsummano Terme|047009|Amministrazione comunale|2017-03-23|2015-08-30|2016-05-27|MONSUMMANO TERME|COMUNE|0470090007|PTIC82000Q|PTEE82002V|Primaria - G. Arinci|Scuola primaria "Giuseppe Arinci" - Via Rodolfo Morandi||No|43.870294|10.81707|Ristrutturazione|Concluso|E91E14000450004|1028242,3400|676558,5500
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Mantova|San Giorgio di Mantova|020057|Amministrazione comunale|2017-03-23|2015-05-25|2015-10-31|SAN GIORGIO DI MANTOVA|COMUNE|0200570300|MNIC81600D|MNMM81601E|Sec. I - Caselle|Scuola Secondaria di Primo Grado "Don Milani" - Piazza 8 Marzo, 6||No|45.174430|10.837360|Ristrutturazione|Concluso|D66B14000040001|621400,0000|585000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Pescantina|023058|Amministrazione comunale|2017-03-23|2014-06-02|2015-08-29|PESCANTINA|COMUNE|0230583192|VRIC836006|VRMM836017|PESCANTINA - "I. PINDEMONTE"|Scuola Primaria “Ippolito Pindemonte" - Via Borgo, 70||No|45.480607|10.863105|Riqualificazione|Concluso|J61H13000690005|166540,2100|104430,9100
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Mantova|Roncoferraro|020052|Amministrazione comunale|2017-03-23|2015-05-04|2015-11-28|RONCOFERRARO|COMUNE|0200520214|MNIC81500N|MNEE81502R|Primaria - Barbasso|Scuola Primaria "A. Sabin" - Via Ostigliese, 73||No|45.120262|10.910414|Nuova costruzione|Concluso|J19H10000370009|370736,4200|266351,7400
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Buttapietra|023016|Amministrazione comunale|2017-03-23|2014-04-22|2014-05-20|BUTTAPIETRA|COMUNE|0230161014|VRIC881004|VRAA881011|BUTTAPIETRA-MARCHESINO|Scuola dell`infanzia e asilo nido integrato "Regina della Pace" - Via Provinciale Ovest, 32||No|45.340880|10.995952|Riqualificazione|Concluso|I99E13000540004|17000,0000|17000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Pistoia|Montale|047010|Amministrazione comunale|2017-03-23|2013-09-30|2016-09-30|MONTALE|COMUNE|0470100010||||Asilo Nido - Via Compietra, loc. Stazione||Si|43.915865|11.006794|Nuova costruzione|Concluso|J19H11000000004|902408,1500|550000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Modena|San Cesario sul Panaro|036036|Amministrazione comunale|2017-03-23|2014-01-02|2014-12-02|SAN CESARIO SUL PANARO|COMUNE|0360360154|MOIC810007|MOMM810018|A. PACINOTTI|Istituto Comprensivo Pacinotti, Scuola Secondaria di primo grado e Scuola Primaria - Piazza Aldo Moro, 35||No|44.560085|11.037117|Riqualificazione|Concluso|J44H14001070004|182302,0000|164574,7600
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Firenze|Certaldo|048012|Amministrazione comunale|2017-03-23|2014-12-27|2015-09-30|CERTALDO|COMUNE|0480120005|FIIC825005|FIEE825039|IQBAL MASIH|Scuola Primaria "I. Masih" - Piazza della Libertà||No|43.5462|11.042054|Ristrutturazione|Concluso|J51E14000190004|159725,0000|159725,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Trentino-Alto Adige/Südtirol|Trento|Volano|022224|Amministrazione comunale|2017-03-23|2015-07-24|2015-11-21|VOLANO|COMUNE|022224000A|TNIC86000A|TNEE86003E||Scuola primaria "G.G. TOVAZZI" - Via Stazione, 30||No|45.919150|11.063429|Ristrutturazione|Concluso|D71E14000460004|274434,0000|272519,5200
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Firenze|Lastra a Signa|048024|Amministrazione comunale|2017-03-23|2014-06-16|2014-12-09|LASTRA A SIGNA|COMUNE|0480240018|FIIC86900V|FIEE869044|S.MARIA A CASTAGNOLO/ALBERTI|Scuola Primaria "Leon Battista Alberti" - Via Livornese, 275||No|43.770476|11.100499|Ristrutturazione|Concluso|F81H13000730004|150000,0000|150000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Firenze|Signa|048044|Amministrazione comunale|2017-03-23|2010-12-16|2016-04-07|SIGNA|COMUNE|0480440003|FIIC82200N|FIAA82203L|S.MAURO|Infanzia - San Mauro a Signa - Via degli Angiolini||No|43.795493|11.129043|Nuova costruzione|Concluso|C19J07000120002|1710693,5000|800000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|Zevio|023097|Amministrazione comunale|2017-03-23|2015-03-31|2015-07-29|ZEVIO|COMUNE|0230971543|VRIC84700L|VREE84701P|Primaria - San Giovanni Bosco|Scuola Primaria "San Giovanni Bosco" - Via F.lli Stevani, 18-22||No|45.373550|11.133382|Riqualificazione|Concluso|F96E12000570004|328479,6100|328479,6100
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Bologna|Castiglione dei Pepoli|037022|Amministrazione comunale|2017-03-23|2015-10-01|2016-06-30|CASTIGLIONE DEI PEPOLI|COMUNE|0370220735|BOIC824007|BOEE82403B|Primaria - LAGARO|Nuovo plesso scolastico - Località Lagaro||No|44.217497|11.178618|Nuova costruzione|Concluso|G14B14000010002|730000,0000|461298,7900
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Bologna|Anzola dell`Emilia|037001|Amministrazione comunale|2017-03-23|2014-06-16|2014-06-28|ANZOLA DELL`EMILIA|COMUNE|0370010003|BOIC81400L|BOEE81401P|Primaria - Anzola Emilia|Scuola primaria "Caduti per la libertà" - Via Chiarini, 5||No|44.543887|11.191438|Ristrutturazione|Concluso|F76B13000040004|169642,0000|169642,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Bologna|Zola Predosa|037060|Amministrazione comunale|2017-03-23|2014-07-18|2014-12-27|ZOLA PREDOSA|COMUNE|0370600310|BOEE17200G|BOEE17201L|Primaria - Zola Predosa|Scuola Primaria "Calamandrei" - Via Albergati, 32||No|44.488261|11.215176|Ripristino funzionale|Concluso|C34H14000650004|91536,0000|91536,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Veneto|Verona|San Bonifacio|023069|Amministrazione comunale|2017-03-23|2014-12-01|2015-04-23|SAN BONIFACIO|COMUNE|0230693157|VRIC8AB00N|VREE8AB02R|GINO SANDRI |Scuola Primaria "Gino Sandri" - Via Roma||No|45.397834|11.268250|Ristrutturazione|Concluso|C84H14000600004|190448,1500|190448,1500
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Bologna|Calderara di Reno|037009|Amministrazione comunale|2017-03-23|2015-04-29|2015-08-28|CALDERARA DI RENO|COMUNE|0370090178|BOIC82000X|BOEE820012|Primaria - Gianni Rodari|Scuola Primaria "Gianni Rodari" - Via G. Di Vittorio, 3/3||No|44.564585|11.273318|Nuova costruzione|Concluso|F67E13000230004|440000,0000|440000,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Firenze|Firenze|048017|Amministrazione comunale|2017-03-23|2014-02-03|2015-04-29|FIRENZE|COMUNE|0480170680|FIIC85200D|FIAA85201A|S.M.COVERCIANO|Scuola dell`Infanzia e Primaria "Santa Maria a Coverciano" - Via Salvi Cristiani, 3||No|43.775821|11.296214|Ripristino funzionale|Concluso|H16E12000140004|119995,2300|33943,6300
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Toscana|Firenze|Bagno a Ripoli|048001|Amministrazione comunale|2017-03-23|2015-08-20|2016-04-30|BAGNO A RIPOLI|COMUNE|0480010014|FIIC846006|FIEE846029|GUGLIELMO MARCONI|Scuola secondaria I grado "Granacci" - Via del Pratello, 15||No|43.72532|11.300189|Nuova costruzione|Concluso|B31E15000120004|542840,0000|542840,0000
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Emilia-Romagna|Bologna|Camugnano|037010|Amministrazione comunale|2017-10-02|2016-06-13|2016-09-14|CAMUGNANO|COMUNE|0370100725|BOIC824007|BOMM824029|G.MORANDI-CAMUGNANO MM|Scuola secondaria di primo grado "G. Morandi" - Via Calabria 57-59||No|44.557747|11.306930|Ristrutturazione|Concluso|B77E13000460001|930294,0000|474724,5700
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Lombardia|Mantova|Sermide e Felonica|020061|Amministrazione comunale|2017-03-23|2014-11-24|2014-12-19|Sermide e Felonica|COMUNE|0200612624|MNIC82200R|MNEE822031|SC.PRIMARIA DI FELONICA|Scuola primaria "G. Marconi" - via Carlo Bonzagni||No|44.982905|11.351799|Ristrutturazione|Concluso|G84H14000630004|40000,0000|40000,0000
